geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
85625,31.33332,-105.936871,Nueva Eritrea,Quintana Roo
85628,31.295162,-102.665178,San Elsa de la Montaña,Hidalgo
85628,28.625134,-103.82516,Vieja Turkmenistán,Nayarit
85628,32.069928,-112.329374,San Esperanza los altos,Veracruz de Ignacio de la Llave
28285,26.192618,-112.320219,Vieja Brunei Darussalam,Hidalgo
28285,23.934713,-94.714693,Nueva Uzbekistán,Querétaro
28285,28.106192,-104.347482,San Pamela los bajos,Zacatecas
44668,21.034726,-96.557492,Nueva Estonia,Morelos
44668,15.652474,-93.378544,Nueva Sri Lanka,Morelos
44668,15.837435,-97.211696,San Inés los altos,Colima
36482,20.626182,-87.435741,Nueva Colombia,Campeche
93827,23.167648,-104.297869,San Estefanía los bajos,Quintana Roo
93835,23.422791,-112.784221,San Carlota los bajos,México
61073,15.924645,-96.739688,Vieja Sudán,Jalisco
61073,26.882768,-105.006676,San Lucas los altos,Veracruz de Ignacio de la Llave
61073,29.595125,-90.668529,Vieja Mauricio,Durango
85650,18.849136,-95.956475,Vieja Gambia,Campeche
85650,19.007698,-110.866883,San Jesús de la Montaña,Sonora
77458,19.177549,-98.745494,Nueva Letonia,Baja California
77458,25.395801,-98.784992,San Ilse los altos,Guanajuato
69271,23.49578,-110.820133,Nueva Chile,Guerrero
69271,23.762417,-97.025349,Nueva Países Bajos,Nuevo León
52893,23.392118,-106.177366,Vieja Malawi,Zacatecas
52893,29.554644,-97.355412,San Mauricio los bajos,Sinaloa
36511,28.307636,-99.895297,Nueva República Centroafricana,Aguascalientes
36511,26.413339,-102.039539,Vieja Micronesia,Tlaxcala
36511,23.885129,-116.615229,San Angélica de la Montaña,Baja California Sur
36512,20.993719,-89.220277,Nueva Kiribati,Sonora
36512,27.123456,-88.287686,Vieja Mónaco,Coahuila de Zaragoza
36512,19.344172,-87.666237,Nueva Benin,Quintana Roo
11938,26.753222,-100.946071,San Jaime los bajos,México
85669,14.610981,-115.582324,San Abelardo los bajos,Quintana Roo
77479,21.361379,-105.315079,Nueva República Checa,Distrito Federal
77479,21.326131,-115.889126,Nueva Tayikistán,Guerrero
85675,19.836811,-100.485107,San Aldo los bajos,Tabasco
85675,32.129449,-111.317782,Nueva Mali,Tabasco
44716,31.523358,-99.156135,Vieja Argentina,San Luis Potosí
44716,16.023465,-88.510238,Vieja República Árabe Siria,Baja California Sur
44716,24.640551,-92.907661,Nueva Seychelles,Coahuila de Zaragoza
36527,28.621943,-112.383867,San Joaquín los altos,Baja California Sur
36527,20.702018,-89.405415,Vieja Jamaica,Tabasco
36527,26.611174,-91.39646,San Margarita de la Montaña,Jalisco
69300,27.702155,-99.052452,Nueva Sudán,Querétaro
85684,20.17872,-110.456326,San Flavio los bajos,Chiapas
85684,32.305542,-112.95116,Nueva Mali,Morelos
36540,24.334051,-95.043653,San Flavio los altos,Quintana Roo
85694,17.061115,-102.653655,San Mercedes los altos,Tabasco
11976,29.786034,-116.430844,San Bianca los altos,Nuevo León
11976,30.289194,-112.184656,San Emilia los altos,México
77518,20.910597,-108.281866,San Mariano los bajos,Morelos
77518,15.615202,-97.312211,Vieja Brasil,Querétaro
61139,22.515192,-109.516602,San Porfirio los bajos,Baja California Sur
61139,20.757146,-103.85011,San Dulce María de la Montaña,Durango
85721,14.95984,-97.499052,Vieja China,Zacatecas
85721,19.069858,-111.610088,San Ofelia los bajos,Zacatecas
85721,17.806582,-102.827166,Vieja Kenya,Durango
20186,15.472195,-116.747425,San Marcela los bajos,Michoacán de Ocampo
20186,24.801788,-104.391755,Nueva Mónaco,Colima
77531,19.488437,-103.493681,Nueva Irlanda,México
77532,20.4758,-99.063457,Vieja Suiza,Baja California Sur
77532,30.187966,-115.895368,San David de la Montaña,Tabasco
77532,27.91546,-106.003683,San Delia de la Montaña,Guanajuato
20187,24.764115,-100.434657,San Jorge los altos,Tamaulipas
20187,26.268639,-103.218664,Nueva Líbano,Jalisco
20187,20.280212,-93.523981,San Mercedes los bajos,México
20196,17.049938,-95.531712,San Gerónimo los bajos,México
44773,25.724823,-106.252131,Nueva Italia,Michoacán de Ocampo
44773,23.496252,-112.066619,Vieja Yemen,Zacatecas
44773,22.419428,-107.927049,San Isaac de la Montaña,Tlaxcala
28390,24.969935,-107.550363,Nueva República Centroafricana,Sonora
28390,31.468333,-94.810565,Vieja Rwanda,Colima
52965,24.723294,-92.670593,San Alberto los altos,Jalisco
52965,24.428088,-91.27931,San Carla los bajos,Campeche
52965,24.684571,-110.20534,San Judith los bajos,Morelos
52972,22.908244,-87.042646,Nueva Antigua y Barbuda,Aguascalientes
69357,22.468026,-114.335994,San Augusto los altos,Veracruz de Ignacio de la Llave
69357,22.873159,-108.937219,San Eugenio los bajos,Coahuila de Zaragoza
69357,32.039302,-99.18032,San Citlali los bajos,Morelos
3822,26.208099,-89.943982,Nueva Panamá,Guerrero
3822,23.00341,-114.683053,San Eloisa los bajos,Quintana Roo
12015,30.423381,-86.508062,San Jos los bajos,Querétaro
69362,22.669963,-101.255512,San Vicente los altos,Tamaulipas
69362,27.846999,-98.882663,Nueva Ghana,Durango
69362,20.909101,-96.670092,Vieja Federación de Rusia,Oaxaca
28412,19.356339,-89.429572,Vieja Marruecos,Tamaulipas
61181,22.3647,-105.172335,Vieja Dominicana,Michoacán de Ocampo
61181,22.018881,-96.592295,San Raúl los altos,México
69373,23.01049,-105.239537,Vieja Botswana,Puebla
44796,31.753502,-102.386578,San Mercedes los bajos,Oaxaca
44796,20.164912,-87.744312,Nueva Argentina,Veracruz de Ignacio de la Llave
44796,27.443532,-109.299684,Nueva Namibia,Quintana Roo
20222,23.396954,-87.725039,San Patricio de la Montaña,Guanajuato
20226,21.507482,-99.696753,San René de la Montaña,Querétaro
93954,25.112171,-98.287358,San Maximiliano los bajos,Durango
93954,24.944796,-108.43518,Nueva Filipinas,Campeche
12036,17.867981,-113.062217,Nueva Australia,Querétaro
20232,18.524286,-108.059892,San Aldo los bajos,Nuevo León
20232,23.210097,-106.511471,San Úrsula los altos,Colima
20232,19.427899,-95.454471,San Omar de la Montaña,Guanajuato
28427,25.074793,-111.441005,San Anel los bajos,Tabasco
28427,18.814392,-94.472642,San Horacio de la Montaña,Nuevo León
28427,17.18151,-100.482583,Vieja Costa Rica,Jalisco
53004,18.56376,-89.449796,San Celia los bajos,Chihuahua
53004,21.309743,-114.513477,San Úrsula los bajos,Nuevo León
20235,25.520073,-114.488606,San Pablo los altos,Coahuila de Zaragoza
20235,18.013958,-106.741434,Nueva Israel,Aguascalientes
20235,19.045618,-109.507615,San Adriana los altos,Yucatán
77584,25.820155,-114.810952,San Alta  Gracia los bajos,Chiapas
28432,16.101379,-106.900008,Vieja Suriname,Puebla
28432,23.28589,-116.391448,San Salma los bajos,Nayarit
28432,25.249682,-115.358973,San Barbara los bajos,Colima
36626,24.78157,-111.648297,Vieja Somalia,Baja California Sur
12051,20.752718,-108.03481,San Gabriel de la Montaña,Veracruz de Ignacio de la Llave
12051,22.093252,-88.879333,San Mariana de la Montaña,Yucatán
93976,22.048317,-89.834952,Vieja Niger,Guanajuato
93976,27.915042,-103.377099,Nueva Líbano,Guerrero
93976,26.848585,-101.617534,Vieja Serbia,Baja California Sur
61211,18.726828,-94.206544,San Leonardo los bajos,Quintana Roo
53021,20.787733,-99.401341,San Pablo los altos,Chiapas
53021,20.571004,-108.022195,San Liliana los bajos,Baja California
53021,20.665855,-104.533648,Nueva Uganda,Oaxaca
28446,29.086268,-108.755189,San Francisco de la Montaña,Nayarit
28446,16.715964,-93.208629,Vieja Chad,Distrito Federal
93984,30.27437,-87.408593,Vieja República de Moldova,Guanajuato
93984,32.379214,-97.839492,Vieja Canadá,Aguascalientes
93984,31.521388,-114.030688,San Alvaro de la Montaña,Veracruz de Ignacio de la Llave
77601,23.97678,-98.649798,Nueva Islas Marshall,Aguascalientes
77601,26.712098,-97.958397,Vieja Benin,Sonora
69409,28.568718,-94.239539,Nueva Burundi,Campeche
69409,31.867803,-104.464294,Vieja Andorra,Guanajuato
44833,19.650487,-87.321404,Nueva Bhután,Durango
36646,22.939076,-87.83238,San Amador los altos,Quintana Roo
36646,26.117407,-98.553845,San Ángel de la Montaña,San Luis Potosí
36646,23.454326,-105.96313,San Alma los altos,Michoacán de Ocampo
20265,29.231217,-89.951793,San Caridad los bajos,Colima
93993,23.670295,-99.608559,San Rocío los altos,Sonora
93993,20.48626,-97.655979,San Natividad los bajos,Jalisco
53034,24.183439,-92.860353,San Cristina los bajos,Nuevo León
53034,28.833739,-106.264193,Nueva Sierra Leona,Coahuila de Zaragoza
53034,17.957611,-99.460885,Vieja Israel,Guerrero
53036,19.080981,-91.299014,San Sofía los bajos,Tamaulipas
12082,19.009289,-115.077854,Nueva Armenia,Nayarit
61237,16.216668,-90.317486,Vieja Vanuatu,Michoacán de Ocampo
61237,31.044468,-86.977231,Nueva Suriname,Colima
53047,18.502893,-88.477931,Nueva Tayikistán,Tamaulipas
69437,26.505302,-116.03702,Nueva Líbano,Colima
28479,31.298088,-110.697717,San Judith de la Montaña,Zacatecas
28479,19.217595,-109.013503,San Genaro de la Montaña,Durango
28479,15.562604,-101.676569,Nueva Malasia,Tlaxcala
20292,26.301077,-109.694446,San Aurelio de la Montaña,Quintana Roo
20292,30.103249,-93.413146,Nueva Irán,Tlaxcala
85830,17.698972,-96.638424,Vieja Guatemala,Chiapas
3913,31.783705,-87.136889,Nueva Venezuela,Aguascalientes
85835,20.89887,-91.409564,San Mayte los altos,Querétaro
3921,20.34109,-110.526966,San Delia los bajos,Querétaro
3921,16.146787,-108.489642,San Jos los bajos,Nuevo León
28498,22.967623,-88.285684,San Celia los altos,Colima
28498,24.789954,-107.172763,Nueva Islas Marshall,Chihuahua
28498,26.673368,-101.673715,Nueva Japón,Oaxaca
61273,27.749514,-106.040069,Vieja Argelia,Tlaxcala
61273,20.724281,-105.779691,Nueva Fiji,Quintana Roo
61273,28.579069,-105.808198,San Estela los altos,Guanajuato
20324,29.442724,-115.719251,Vieja Eslovaquia,Chihuahua
28519,24.563713,-91.731362,San Jos los bajos,Guanajuato
69492,18.845546,-100.290676,Nueva Bolivia,Jalisco
85877,20.453229,-102.549942,San Gregorio los bajos,Hidalgo
85877,22.433319,-95.359489,San José Emilio los altos,Michoacán de Ocampo
85877,30.904258,-87.571217,Vieja Santo Tomé y Príncipe,San Luis Potosí
28533,23.722645,-87.646869,San Luisa los altos,Chiapas
94074,26.427473,-100.855305,Nueva Ecuador,Sonora
94074,22.31995,-112.657239,Nueva Kirguistán,Campeche
28539,21.50548,-103.202549,Nueva Argelia,Colima
28539,21.57042,-99.285504,Vieja Arabia Saudita,Querétaro
44923,19.968971,-116.792891,San Rodolfo de la Montaña,Tamaulipas
85886,17.748639,-90.96748,San Tomás de la Montaña,Yucatán
85886,24.622778,-115.098963,San Raquel los bajos,Oaxaca
85888,20.693111,-100.341306,San Ángela los bajos,Durango
85888,17.904788,-104.129264,Vieja Qatar,Coahuila de Zaragoza
85888,19.346268,-105.014954,Nueva Guatemala,Guanajuato
77701,25.381854,-101.234526,Nueva Turquía,Chiapas
77701,21.620811,-88.964731,San Clara los altos,Tamaulipas
77701,18.281855,-93.533871,San Teresa de la Montaña,Sonora
53127,28.636875,-117.016914,Vieja República de Macedonia del Norte,San Luis Potosí
53127,24.654937,-91.355633,Nueva Albania,Colima
69513,22.469075,-90.742714,Nueva Trinidad y Tabago,Nayarit
61321,22.537335,-91.08767,Nueva República Centroafricana,Nuevo León
85904,25.988386,-105.070535,San Marcela los altos,Querétaro
77713,28.808269,-89.995439,Nueva Chad,Nayarit
77713,28.603182,-96.944086,San Felix los bajos,Baja California
85906,24.487497,-106.470073,San Humberto los altos,Morelos
12181,29.350101,-99.028773,San Abigail de la Montaña,Tlaxcala
12181,25.851069,-99.605729,Vieja Barbados,Tlaxcala
12181,17.144777,-116.453799,San Rosa de la Montaña,Durango
44950,31.957496,-89.285985,San Abelardo de la Montaña,Hidalgo
44950,28.311635,-99.418925,Nueva Congo,Baja California
12186,27.009782,-100.574536,San Yolanda de la Montaña,Oaxaca
12186,14.921078,-109.969526,San Ana de la Montaña,Baja California
12186,22.981731,-92.434532,San Paulina de la Montaña,Veracruz de Ignacio de la Llave
28575,15.652387,-114.011846,Nueva San Marino,Michoacán de Ocampo
61344,30.853228,-112.626212,San José Luis los altos,Querétaro
61344,30.147018,-109.762073,Vieja Federación de Rusia,Chiapas
4003,24.454121,-88.710076,San Clara de la Montaña,Baja California
4003,21.424017,-90.143285,Vieja Angola,Sinaloa
69540,31.223926,-90.140259,San María José los bajos,Sonora
69540,24.90661,-103.048906,San Berta los altos,Tamaulipas
28581,26.811898,-114.419202,San Indira de la Montaña,Guanajuato
28581,28.189374,-100.764416,San Alicia los altos,Nuevo León
28581,29.314239,-87.984215,Vieja Timor-Leste,Durango
36777,24.798998,-114.201657,San Berta de la Montaña,Tamaulipas
36777,29.727898,-88.867384,Vieja Colombia,Baja California Sur
36777,20.640999,-91.623723,San Cristian los altos,Sinaloa
85929,20.479366,-103.118848,Vieja Mauricio,Querétaro
53162,26.880364,-117.145709,San Marisela los altos,Chihuahua
53162,15.371176,-107.250672,San Carla los bajos,Sonora
61356,26.873165,-114.142218,San Ramiro de la Montaña,Morelos
61356,21.157289,-112.714042,Vieja Comoras,Chihuahua
61356,30.384164,-110.351685,Vieja Portugal,Chihuahua
28592,17.261677,-96.819678,Vieja Bangladesh,Chiapas
28592,29.071427,-108.960603,San Gregorio los bajos,Chihuahua
28592,18.247544,-90.135418,San Leonardo los bajos,Sinaloa
28594,18.889946,-88.055191,Vieja Cabo Verde,Baja California Sur
28594,19.99514,-88.925388,Nueva Turquía,Yucatán
28594,22.133763,-95.437904,Nueva Zambia,Guerrero
85939,31.620934,-101.968399,San Cecilia los bajos,Coahuila de Zaragoza
85939,29.562921,-104.77451,San Dulce los altos,San Luis Potosí
85939,24.647188,-87.796234,Vieja Bahrein,Nuevo León
44985,15.175599,-101.765151,Vieja Belice,Puebla
44985,31.66143,-99.295515,Nueva Eslovenia,Oaxaca
44985,19.258877,-107.141063,San Marisol los bajos,Veracruz de Ignacio de la Llave
4026,26.161154,-105.61258,Nueva Ghana,Hidalgo
4026,18.358699,-100.85976,Nueva Yemen,Veracruz de Ignacio de la Llave
4026,31.440679,-114.273819,San Santiago los altos,Jalisco
94139,16.019488,-87.81727,Vieja Mauritania,Durango
85945,31.574239,-103.60045,Vieja Ghana,Aguascalientes
85945,17.058376,-92.521585,San Rosa los bajos,Aguascalientes
85945,19.599234,-93.268382,San Óliver de la Montaña,Tabasco
36796,29.05718,-111.0646,San Elias los bajos,Chihuahua
36796,24.317445,-86.548482,Vieja Argelia,Puebla
85950,17.854083,-96.559817,San José Eduardo de la Montaña,Tabasco
44991,19.393926,-116.191133,San Wilfrido los altos,Oaxaca
4032,16.07046,-92.860752,San Cristal de la Montaña,Veracruz de Ignacio de la Llave
4032,22.962175,-98.875905,San Ana los bajos,Chiapas
36800,18.575442,-106.034018,Nueva Maldivas,Sonora
36800,18.547335,-109.317387,Vieja Seychelles,Tamaulipas
36800,21.115363,-107.924023,San Andrea los altos,Jalisco
36803,23.501007,-108.38865,Vieja Islandia,Coahuila de Zaragoza
36803,24.192565,-107.124164,San Estela de la Montaña,Sonora
4036,29.754372,-90.240159,Nueva Bolivia,Baja California
44997,31.764396,-98.19854,Nueva Gambia,Baja California
44997,26.145714,-114.148744,Nueva Zimbabwe,Chihuahua
77765,25.708162,-105.060892,San Itzel los bajos,Campeche
77765,30.996396,-96.875006,San Rebeca de la Montaña,Guanajuato
77765,14.767001,-90.182964,Vieja Afganistán,Morelos
44998,15.438793,-112.441572,San Israel los altos,Aguascalientes
44998,22.688347,-89.883591,Nueva Seychelles,Puebla
44996,17.647013,-113.65732,Vieja Arabia Saudita,Tabasco
28617,15.239887,-110.608843,San Verónica los bajos,Tabasco
28617,29.228346,-109.086206,San Sandra los altos,Querétaro
20425,32.146899,-95.940866,Vieja Federación de Rusia,Veracruz de Ignacio de la Llave
20428,29.067432,-110.100617,San Nicolás de la Montaña,Michoacán de Ocampo
20428,22.414087,-95.117536,San Wilfrido de la Montaña,Baja California
20428,19.047286,-114.594287,San Teresa los bajos,México
85966,29.580768,-113.223889,Nueva Samoa,Guerrero
85966,14.812255,-104.296942,Vieja Tonga,Morelos
61396,25.080695,-98.633022,Nueva Países Bajos,Quintana Roo
61396,26.369061,-94.722011,Vieja Etiopía,Morelos
61396,25.629898,-98.933246,San Jos los altos,Sonora
61407,23.096293,-108.266503,Vieja Tuvalu,Veracruz de Ignacio de la Llave
45029,15.661133,-116.316609,San Soledad los altos,Coahuila de Zaragoza
45029,17.906426,-114.350645,Vieja Australia,Tamaulipas
45029,28.917979,-111.92742,San Joaquín los altos,Nuevo León
28645,27.027948,-110.097746,Vieja Togo,Morelos
85995,28.232595,-108.237898,Vieja Burundi,Oaxaca
85995,18.25315,-105.632172,San Ángela los bajos,Querétaro
45040,26.900289,-95.597003,Vieja Estonia,Morelos
20464,26.89522,-113.066353,San Beatriz de la Montaña,Guanajuato
20464,28.38329,-99.444565,San Eugenio los bajos,Durango
77810,21.57182,-88.388438,San Marco Antonio los bajos,Distrito Federal
77810,25.721828,-101.411754,Vieja Chipre,Puebla
12277,15.817386,-94.139585,San Emiliano de la Montaña,Baja California
12277,21.583648,-108.879619,San Andrés de la Montaña,Aguascalientes
12277,25.539916,-94.638852,Vieja Santa Lucía,Sinaloa
36855,17.479782,-87.045122,San Cristina los altos,Veracruz de Ignacio de la Llave
20478,29.739618,-94.545914,Vieja Israel,Hidalgo
20478,21.23845,-112.960278,Nueva Líbano,Distrito Federal
45055,20.627298,-94.460551,San Estela de la Montaña,Guerrero
12288,28.353035,-101.366195,San María Teresa los altos,Quintana Roo
12288,14.620908,-88.244597,Vieja Filipinas,Yucatán
12288,23.571488,-86.985487,San Clemente de la Montaña,Yucatán
94211,24.20567,-87.087093,Nueva Malasia,Zacatecas
94211,23.133461,-102.098951,San Camilo los bajos,Sinaloa
94211,18.208778,-109.147958,San Rodrigo los bajos,Oaxaca
36867,24.242867,-103.871017,San Julia los altos,Guerrero
36867,24.630422,-99.665951,San Timoteo de la Montaña,Yucatán
12293,26.182531,-105.66611,Nueva Hungría,Hidalgo
69638,22.019147,-92.20501,Nueva Uzbekistán,Baja California Sur
69638,27.664969,-99.392482,San Pablo de la Montaña,Baja California
69638,18.27783,-101.011104,Vieja República Democrática del Congo,Nayarit
20487,16.496178,-96.615187,San Cristina los altos,Zacatecas
36872,31.017631,-107.200266,San Juan de la Montaña,Tabasco
36872,28.246803,-89.854063,San Óscar los bajos,Hidalgo
20489,21.031391,-109.302786,Vieja Djibouti,Jalisco
20489,18.385006,-97.937427,San Lorena los altos,Colima
20489,18.857385,-109.5005,Vieja Bhután,Puebla
77834,21.553573,-93.129622,Vieja Reino Unido de Gran Bretaña e Irlanda del Norte,Oaxaca
77834,22.933357,-100.801974,San José de la Montaña,Campeche
77834,30.883289,-104.530361,Vieja Camerún,Tamaulipas
53258,29.624407,-94.138654,San Carolina los bajos,Tlaxcala
4113,28.520946,-92.692763,San Inés los bajos,Querétaro
36882,22.301797,-114.109121,Vieja Angola,San Luis Potosí
36882,26.348197,-88.260539,Nueva Myanmar,Aguascalientes
36882,26.872847,-86.98211,Vieja República Árabe Siria,Morelos
94229,25.28331,-112.047398,Nueva Belice,Zacatecas
94229,14.708616,-115.391625,San Homero los bajos,Jalisco
53270,16.417546,-101.154284,Vieja Omán,Quintana Roo
53270,27.1,-97.80216,Vieja Camerún,Coahuila de Zaragoza
53270,30.037685,-97.13568,San Manuel los bajos,Chihuahua
77846,22.994302,-108.588865,San Dolores los bajos,Durango
77846,26.863434,-95.816323,Vieja República Democrática del Congo,Nuevo León
77846,29.739007,-96.344755,San Nayeli de la Montaña,México
61471,20.551995,-90.423284,Nueva Benin,Distrito Federal
61471,17.976196,-104.783887,San Aldonza los altos,Querétaro
61471,24.847569,-113.244701,San Dolores los bajos,Baja California Sur
53281,29.763321,-100.544221,Vieja República Árabe Siria,Baja California Sur
53281,19.581938,-97.493243,Vieja Georgia,México
36898,26.142635,-88.421199,Nueva Chile,Aguascalientes
36898,19.995641,-116.271212,Vieja Zambia,Jalisco
20514,22.59489,-112.793739,Nueva Papua Nueva Guinea,San Luis Potosí
20514,17.404823,-106.426646,Nueva Japón,Michoacán de Ocampo
20514,25.72999,-111.282348,Nueva Israel,Yucatán
45092,14.557169,-104.168299,San Benito de la Montaña,Michoacán de Ocampo
86049,29.834163,-115.732424,Vieja Bahamas,Baja California
86049,29.713578,-110.229119,San Gustavo los bajos,Tlaxcala
86049,14.639152,-108.519463,San Eloisa los bajos,Distrito Federal
20519,32.217056,-87.441898,Vieja Tuvalu,Distrito Federal
20519,31.556611,-102.902575,San Irma los bajos,Baja California Sur
20519,26.438312,-110.370199,San Esmeralda los bajos,Querétaro
61480,28.871531,-94.379051,Vieja Uganda,Baja California
61480,21.985106,-105.686756,Nueva San Vicente y las Granadinas,Campeche
53289,19.249125,-88.302307,Vieja Kiribati,Chihuahua
53289,27.725872,-114.833178,Nueva Guinea,Baja California
53289,21.475586,-89.348343,San Gustavo los bajos,Nuevo León
4140,32.389155,-103.77595,San Fernando de la Montaña,Hidalgo
4140,16.919213,-104.257155,Vieja Comoras,Coahuila de Zaragoza
28717,32.179559,-107.857505,Nueva Sierra Leona,Colima
28717,19.885351,-112.91655,San Federico los bajos,Sonora
28717,20.073331,-89.105749,San Israel los altos,Morelos
20525,25.603596,-97.633493,Nueva Comoras,Puebla
20525,17.861758,-113.458486,Nueva Micronesia,Puebla
20525,17.95089,-97.524281,Nueva Israel,Guanajuato
36915,29.35333,-97.27929,San Isaac los altos,Coahuila de Zaragoza
28724,20.975475,-112.798463,Vieja Armenia,Yucatán
28724,30.983045,-107.383581,Nueva Singapur,Campeche
45110,24.587824,-116.00114,San Irene los bajos,Aguascalientes
45110,24.94407,-106.325802,San Mateo de la Montaña,Morelos
45110,31.452627,-86.959956,Nueva Nigeria,Nuevo León
69689,29.596707,-108.53461,Nueva Vietman,Nayarit
69689,16.725051,-108.09409,Nueva España,Tlaxcala
69689,24.118135,-98.539556,San Soledad los altos,San Luis Potosí
94268,17.118819,-102.764214,Nueva Vietman,Baja California
94268,29.911616,-108.404628,San Ilse de la Montaña,Sonora
94268,27.743723,-112.874157,San Oswaldo de la Montaña,Chihuahua
94269,31.911832,-112.765562,Nueva Côte d'Ivoire,Nayarit
94269,25.24658,-97.320567,Nueva Uganda,Tamaulipas
69696,32.474813,-112.551373,San Elsa los altos,Tamaulipas
69696,30.867931,-101.728091,Vieja Comoras,Sonora
12354,23.419374,-106.762065,San Wendolin los altos,Baja California
12354,21.785092,-104.653427,Vieja Antigua y Barbuda,Puebla
12356,14.557388,-115.635646,San Pedro los altos,Morelos
36934,21.720915,-112.615886,San Tania los altos,Guerrero
28746,28.48133,-103.413819,Vieja Eslovaquia,Chiapas
28750,21.803227,-88.936731,Nueva Nauru,Baja California Sur
28750,15.900931,-100.36109,San Federico de la Montaña,Tamaulipas
61520,20.255566,-95.432154,Nueva Suecia,Durango
20569,25.251255,-102.120006,San Santiago de la Montaña,Quintana Roo
20569,30.397444,-96.37421,San Gerardo los bajos,Chiapas
69723,29.572454,-111.142845,Nueva Côte d'Ivoire,Nuevo León
53341,21.568158,-87.733673,San Alberto los altos,San Luis Potosí
69729,28.299162,-105.484397,San Francisca de la Montaña,Michoacán de Ocampo
69729,28.112955,-87.491422,Nueva República de Macedonia del Norte,Durango
69729,18.842552,-109.222946,Nueva Barbados,Jalisco
86115,23.217947,-114.553623,Nueva Antigua y Barbuda,Tlaxcala
86115,14.506649,-89.122193,Nueva Dinamarca,Quintana Roo
86115,22.346765,-112.411183,Nueva Guinea Bissau,Chiapas
53348,31.708187,-111.10564,San Ilse de la Montaña,Michoacán de Ocampo
53348,15.162937,-101.923451,San Amalia de la Montaña,Nayarit
77926,16.669778,-95.343211,San Modesto los bajos,Puebla
77926,24.037138,-90.703995,San María Eugenia los altos,Tlaxcala
20582,25.149576,-90.868055,Nueva Tayikistán,Nuevo León
86120,25.841945,-105.508045,San Estefanía los bajos,Guerrero
86120,28.825116,-107.962474,Vieja Cabo Verde,México
36967,17.407204,-96.512127,Nueva Afganistán,Durango
36967,30.389608,-108.700403,San Elvira de la Montaña,Querétaro
36967,22.387708,-94.632827,Vieja Emiratos Árabes Unidos,Nuevo León
12394,21.73061,-105.99247,Nueva Camboya,Baja California Sur
4201,21.493781,-97.158163,San Concepción los altos,Guanajuato
4201,27.383079,-106.688152,Nueva Líbano,San Luis Potosí
4201,29.108757,-110.869849,Nueva Indonesia,Sonora
45166,22.503268,-114.225226,San Rocío los altos,Baja California Sur
45166,24.444201,-108.069298,Vieja Mongolia,Nayarit
20598,15.706765,-87.496165,San Marco Antonio los bajos,Michoacán de Ocampo
20598,29.941211,-105.723542,San Adán los altos,Guanajuato
61566,26.927382,-88.135911,San Gregorio los altos,Nuevo León
61566,23.636135,-101.69039,Vieja Kiribati,Chiapas
61566,16.82225,-110.708911,San Rodolfo los bajos,Distrito Federal
77956,20.017101,-103.524821,San María Luisa los altos,Aguascalientes
77956,15.335083,-115.619323,Nueva Lesotho,Baja California Sur
61577,14.711346,-96.709882,San Elvira de la Montaña,Chihuahua
61577,16.287846,-114.492985,Nueva Mozambique,Morelos
61577,24.652798,-91.443908,San Yeni los bajos,Baja California
86155,32.270304,-91.826308,Vieja Bhután,Durango
86155,21.953396,-97.140847,Vieja Francia,Michoacán de Ocampo
86155,30.125498,-96.553223,Vieja Guinea Ecuatorial,Chiapas
69773,28.605744,-113.556358,San Perla los bajos,Sonora
69773,30.930899,-114.712862,Nueva Federación de Rusia,Sinaloa
69773,14.818358,-116.701764,Nueva Belarús,Sonora
61584,28.754436,-99.07765,Vieja Senegal,Nuevo León
28818,14.845929,-89.850413,San Gabino los altos,Michoacán de Ocampo
28818,17.966003,-88.519609,Vieja Iraq,Yucatán
28818,25.483584,-102.028131,Vieja Serbia,Sinaloa
4246,16.838869,-106.140187,San Gabino de la Montaña,Nuevo León
4246,17.47118,-107.593278,San Octavio los altos,San Luis Potosí
4246,25.083411,-100.686195,San Guillermina los altos,Campeche
20630,29.928555,-110.823084,San Eugenia los altos,Zacatecas
20630,30.666856,-105.623871,Vieja Sri Lanka,Zacatecas
20630,14.546184,-94.400862,Vieja Tonga,Guanajuato
12441,30.554453,-108.008286,San Felix los altos,Hidalgo
61599,25.316378,-100.706162,San Ana Luisa de la Montaña,Coahuila de Zaragoza
45218,14.731049,-102.575122,Vieja Botswana,Durango
45218,19.650435,-101.706358,San Esmeralda los altos,Baja California Sur
69795,18.948434,-89.230293,Nueva Vanuatu,Chihuahua
77987,28.267733,-99.93493,Nueva Indonesia,Querétaro
77987,28.317701,-89.692882,San Linda los bajos,Querétaro
37032,26.570236,-110.472542,San Graciela los altos,Campeche
37032,25.598212,-110.841783,San Lucas los bajos,Tabasco
77993,26.399804,-102.674682,San Camilo los altos,México
77993,14.760921,-94.982144,Vieja República de Macedonia del Norte,Aguascalientes
45237,17.210716,-107.8318,Nueva Fiji,Tlaxcala
45237,25.682099,-99.82747,Nueva Austria,Oaxaca
45237,28.504709,-98.958516,San Víctor los bajos,Baja California
78010,28.808569,-86.711745,San María Luisa de la Montaña,Morelos
78010,32.42984,-91.024503,Vieja Zambia,Distrito Federal
94399,18.768605,-87.368721,San Elias los bajos,Tlaxcala
20674,27.955078,-105.27866,San José Emilio de la Montaña,Chihuahua
37060,17.169956,-113.356437,San Úrsula de la Montaña,Campeche
37060,29.378091,-88.65796,San Gabriela los altos,Distrito Federal
