order_id,payment_sequential,payment_type,payment_installments,payment_value
ord_51af88cc95e0b556e34d783f19bd,1,debit_card,1,811.44
ord_5d7ac41a6f00a8d8984f78548744,1,credit_card,12,2516.94
ord_e8d54a9ab9b5def0456239c1fbd3,1,paypal,1,1949.83
ord_e7f7e20ec9cf29f6fa13e335eab6,1,credit_card,3,344.17
ord_8d22cac2de22505415f2f4a6d02f,1,voucher,1,814.55
ord_002467f1e91e994e9126fd281260,1,paypal,1,4899.72
ord_3d98803fc445bdc33231865e2641,1,voucher,1,3103.27
ord_0f075f87a4659e68df2912dca42b,1,paypal,1,573.57
ord_bdade2fa8d439792ee6398908505,1,paypal,1,4685.99
ord_cde925d123b713667f09e4835e69,1,boleto,1,523.44
ord_c2c0d42442e061eb503a9a7dcd26,1,mercado_pago,2,1233.43
ord_da0276f45c500a4a0c13dfdfc08f,1,paypal,1,3788.05
ord_9dd0e1450bfe80fc9d2730285605,1,debit_card,1,1949.83
ord_774fe09e1fc9a82ca84f210052b6,1,debit_card,1,2973.99
ord_a6fa2a42869d07408eb16b5f4c9b,1,mercado_pago,3,1204.32
ord_9d774dac976dbbf180259147fa84,1,voucher,1,3032.67
ord_de71dac692c2ee7ca6569bac86a1,1,credit_card,12,4360.39
ord_ec60d59f96d178b7ab5ac679d9a7,1,debit_card,1,4753.41
ord_8fa5a81d67641e91758ba3709ad4,1,debit_card,1,754.89
ord_e53e173aa0777a17801ed26cd835,1,credit_card,6,3021.96
ord_8eabc73a98f14163543dae5712b5,1,paypal,1,1589.69
ord_8eabc73a98f14163543dae5712b5,2,debit_card,1,990.41
ord_d8844865bde40852b6d15a13660f,1,debit_card,1,4254.92
ord_5619425c82dcd8dea64e5048dbf5,1,boleto,1,3435.49
ord_35e58ef0df1c0d504be8b1da5e90,1,paypal,1,421.22
ord_35e58ef0df1c0d504be8b1da5e90,2,boleto,1,376.68
ord_de69da5e3d856b8c5940495d95e3,1,voucher,1,230.97
ord_de69da5e3d856b8c5940495d95e3,2,credit_card,3,707.94
ord_b6b61227cec198463aacd6d47048,1,boleto,1,4021.93
ord_1afb9fcfbf6f7af3f92c6069efff,1,paypal,1,1788.16
ord_af3507a130205f58f7d1d6868d4a,1,boleto,1,3157.44
ord_c98ae5e7dab52a5076105b4f611f,1,credit_card,2,3064.18
ord_5531eb21a7fb0bed24bfbdf52e4e,1,voucher,1,411.66
ord_5531eb21a7fb0bed24bfbdf52e4e,2,boleto,1,1742.81
ord_b3129aee7f783acd93a1cefbb17b,1,paypal,1,473.99
ord_fd029558848d0b21e5daab4c5fb2,1,debit_card,1,433.27
ord_fd029558848d0b21e5daab4c5fb2,2,mercado_pago,6,2112.83
ord_8b21d1f1320e7a82c44d9d6cb361,1,mercado_pago,12,366.61
ord_0b35199a7922e355b674e6c733e6,1,debit_card,1,3240.37
ord_e389c5b7b99367db9c5ea2b01211,1,voucher,1,4685.22
ord_535d4a649feebe63a559033e0494,1,boleto,1,1249.6
ord_431803d493d37bb3f60a25dfcd8d,1,debit_card,1,655.89
ord_dfee519e56e4c0ee0a03195efb19,1,credit_card,3,3630.07
ord_d15ef43b469f8937b4e55404ee2e,1,boleto,1,3834.86
ord_a0a37262e004634b31d0b5fadea4,1,debit_card,1,4864.68
ord_a59290f47b0d7be66ad3995dcc8a,1,credit_card,12,4523.42
ord_af5d8c580b7ede634538190693f6,1,boleto,1,2332.05
ord_f0d3a3f1675a44fdd082c1c1468b,1,credit_card,3,4673.99
ord_90593b6d5bd9bf30c8368a94463b,1,paypal,1,459.85
ord_75719e71dfe1e92fab163c8e25a4,1,paypal,1,2535.39
ord_13e663684aa9c6a5013a1672eb1f,1,mercado_pago,12,1035.06
ord_c69f6d17a87fc9d21d3b659cf596,1,mercado_pago,3,4525.14
ord_54e6d9d81feac5f204ef3ce78883,1,credit_card,2,1763.08
ord_54e6d9d81feac5f204ef3ce78883,2,debit_card,1,1015.54
ord_8a51ae72b7f7cbc05cfa4776a5b7,1,mercado_pago,3,3435.42
ord_844a3c19a4d7d9156bee9859b431,1,debit_card,1,3962.97
ord_74ce584e8accc7f658a1b6664cdb,1,debit_card,1,376.54
ord_74ce584e8accc7f658a1b6664cdb,2,paypal,1,2116.43
ord_ee4bf6c9ffa43812e34a8aadf17b,1,credit_card,3,3428.33
ord_0baa0046c151a91bbb3085deacb6,1,debit_card,1,1033.85
ord_416f3ce6e32e36c95c83b930f2a7,1,boleto,1,1856.99
ord_215c02c88ea71148491865580d55,1,voucher,1,3251.91
ord_da14d0bfd528537f38507294b1d3,1,boleto,1,1296.88
ord_da14d0bfd528537f38507294b1d3,2,credit_card,3,1940.66
ord_e3261234bc44b7b630bd2c414192,1,boleto,1,1881.57
ord_6652a1018763e38d9b069cd7fb46,1,mercado_pago,2,905.24
ord_6652a1018763e38d9b069cd7fb46,2,credit_card,1,498.7
ord_b4e4afa0b74534e8c45b02e98293,1,credit_card,1,2410.0
ord_08ce47f5533ad39c2212b0ae8075,1,credit_card,1,3637.88
ord_4792a14e04e6b5914a124aa2d4ea,1,boleto,1,1873.97
ord_debf1bfb972cdad3075cf4cfcd8c,1,voucher,1,1802.82
ord_ac6a5bc25ae9662f17805c4648ec,1,paypal,1,3263.61
ord_7d25f1251618b499eb6911aab1e3,1,boleto,1,331.68
ord_0e2729c5abacc72406fff530d713,1,boleto,1,276.05
ord_ab1159adde73e01aff862e048cc6,1,voucher,1,1498.84
ord_1dc6e44f64463a84ff526ada949a,1,mercado_pago,2,4589.95
ord_f3056ea29c161eadcbf6ec778c02,1,debit_card,1,1282.57
ord_5fc0f967e043cb647d7a4061aa8b,1,boleto,1,3209.19
ord_fb99842e6ab359b9a6300f8e25d2,1,boleto,1,2769.89
ord_bf21ff227b4c9832885292e9d66e,1,boleto,1,3991.03
ord_445a7dbec42aeb9eb9bf3ba41caf,1,paypal,1,2285.7
ord_445a7dbec42aeb9eb9bf3ba41caf,2,voucher,1,2076.42
ord_2369728b780005451b87f85da2da,1,credit_card,3,2285.54
ord_2369728b780005451b87f85da2da,2,boleto,1,376.43
ord_6b727241b3f04814a2ae34943e47,1,mercado_pago,2,565.88
ord_8138285a760fade0fa735aee8b83,1,debit_card,1,2299.28
ord_8138285a760fade0fa735aee8b83,2,paypal,1,868.15
ord_5969af71e8a23f7887338b7032e9,1,credit_card,12,3847.85
ord_261e6d520ac41b59b7197dcceddd,1,credit_card,1,246.3
ord_261e6d520ac41b59b7197dcceddd,2,voucher,1,486.09
ord_6f97f7566bd53332eeb2b3e09ccc,1,boleto,1,3499.08
ord_30274090f8e594f1180d666613b1,1,paypal,1,1667.85
ord_be239dfda138b3adafe97a4703cc,1,credit_card,1,576.38
ord_f510549d71bd4ab158a8502642f9,1,boleto,1,4280.24
ord_e0e4a3ddb28966f5738104121c99,1,boleto,1,792.11
ord_890a4e6cc2c505ee96775f0bc4dd,1,voucher,1,1804.94
ord_1376fdea2603999cd6bef492b626,1,mercado_pago,6,4098.29
ord_c04b3d5e14c7eb834849e2a24864,1,mercado_pago,12,3476.73
ord_00231f40212a3e2403e8b582f345,1,voucher,1,623.31
ord_00231f40212a3e2403e8b582f345,2,paypal,1,2256.11
ord_eaf3b4d7f30c2f48ea8c48655e1a,1,debit_card,1,716.37
ord_6f7fef1e40b5283c08a0c450d856,1,voucher,1,833.99
ord_df0f79d14cd672d144df322f7f7b,1,paypal,1,3995.73
ord_8410661cec9c22dc1494727b0d71,1,credit_card,2,2562.01
ord_b70527c025fbc5e13781f262d6e0,1,credit_card,6,502.96
ord_9b778d4ad35692a53f5a5add5c25,1,voucher,1,4340.77
ord_1ac0bdcf90d207332d6f93d54c59,1,voucher,1,1156.53
ord_b37a3ace9a4b5fe1df31e3aea59c,1,debit_card,1,1334.85
ord_9792dc8d7ca98978923c680fef4b,1,debit_card,1,2435.33
ord_92e3f19795e8420c84bf5b0279a8,1,voucher,1,1233.83
ord_8eeb4b7c9141d1c9b090fdbbbda3,1,debit_card,1,2876.7
ord_dc19d3f21b379316afda01a9c63a,1,boleto,1,3600.83
ord_84e493224f9e9a898abc92c22c19,1,debit_card,1,1042.14
ord_c2df26ed39c2b02e5dbd38240d68,1,paypal,1,2988.32
ord_cb4508d5d7d895f0937245517b3b,1,mercado_pago,1,1519.11
ord_490fe6e33def5603275064d3b170,1,paypal,1,1973.58
ord_099aae93344f4f1c3c80c5c6ae72,1,credit_card,1,2535.41
ord_aa33ae6408f5672e5f8189876f30,1,mercado_pago,12,4043.83
ord_42b6694e28ed4d06890e01a73a8b,1,boleto,1,4447.92
ord_0a267c76607f5d1c1253e0b90bad,1,mercado_pago,2,3910.64
ord_04bf2eeeccb978285e9035cb48a2,1,paypal,1,2960.26
ord_cd9d222db157246b9fa98271c502,1,debit_card,1,3961.37
ord_d616dbeb9e52fe7e90dbceed1d64,1,debit_card,1,591.16
ord_d616dbeb9e52fe7e90dbceed1d64,2,boleto,1,516.92
ord_906f814df76a17d2548cd0cda177,1,boleto,1,1102.5
ord_906f814df76a17d2548cd0cda177,2,voucher,1,1228.79
ord_464961d39805c0eeca7a995da5a6,1,credit_card,3,867.64
ord_4e52a427f878750272ec4d9ae1aa,1,paypal,1,2394.61
ord_336d7c03ec54882e6bcf1e1f7b25,1,voucher,1,1951.68
ord_759c1de82f1bad585f512a2a377e,1,mercado_pago,12,1579.85
ord_db978d897a42198b7a9abb838cfd,1,mercado_pago,12,4602.43
ord_1316ac28d97955d2595266a80803,1,boleto,1,4992.85
ord_034aa707b8794b183a5f122c9b8f,1,credit_card,3,939.42
ord_d0e5b305b4fb58c26104237ded6a,1,mercado_pago,6,2319.47
ord_04d9afd37e83da5aefdf34708c61,1,boleto,1,2682.31
ord_2d2930957e8cd7255b0e990c50c1,1,mercado_pago,6,1587.11
ord_c1bcd9d08d4b3bd54027b14af1e2,1,credit_card,3,2896.96
ord_42ee1a35c122ae58189dc583dd59,1,credit_card,1,3259.49
ord_618cc103b78a7307e6f7d594bee6,1,paypal,1,4981.03
ord_0332b823374f3a1ca237a615590d,1,paypal,1,4916.46
ord_5fdabfa9f9c81aec12ba0d7ac4e7,1,mercado_pago,6,2724.87
ord_1f47f1ff362d7562eb700944d59f,1,boleto,1,370.31
ord_275183d3d33db32837b39943b727,1,voucher,1,3657.43
ord_a93f661af8bd2c2de0f65f56f0a8,1,voucher,1,233.55
ord_918a30f4a7959c30a609a03423c9,1,debit_card,1,444.11
ord_080eb3941c3b7d620ab5a750c979,1,debit_card,1,2404.57
ord_acd191b6629aa81835edb7b519df,1,mercado_pago,12,1832.5
ord_acd191b6629aa81835edb7b519df,2,credit_card,2,406.19
ord_0aec4ee4c7f038918878eb81e857,1,credit_card,2,2920.58
ord_dfae806a89a9050af16150549363,1,voucher,1,3895.89
ord_b2189d10b5c122e79bf14c70a288,1,paypal,1,2826.38
ord_6b95ff42556bb892ce14838bc338,1,mercado_pago,12,4831.59
ord_930054cc2066ba14e99e87f48589,1,debit_card,1,3444.28
ord_4efb082d56b650581edae046425b,1,credit_card,6,4575.15
ord_dd45f893934139ab21437f34a357,1,voucher,1,395.16
ord_3be2bfb09a296569c1bea017fdb2,1,debit_card,1,295.75
ord_2459139d57d5f6ec9ca240fb57cc,1,voucher,1,2626.99
ord_2e18b86da6c06c54314d086322ea,1,credit_card,6,1025.07
ord_094680d3edd6b1de41051a9d78ca,1,paypal,1,3325.34
ord_367bffbf244c9ca88609e7dc30f5,1,voucher,1,1583.74
ord_12a02be33b483f07dfefa1f03916,1,boleto,1,1741.74
ord_0c28443b64f4a0de0fb40f30b63a,1,paypal,1,1435.02
ord_1ff601e52c69d51daa104e5fa7dc,1,credit_card,2,4691.05
ord_dc2038ab5d6ba0a9d308029bf3cc,1,mercado_pago,2,2398.31
ord_9a390fea971d2559f9e593ecf51c,1,voucher,1,3275.75
ord_e416063e4f102242fa2b8c72691c,1,paypal,1,3846.08
ord_7cf2ddac71a1990f28d17c9dcffc,1,voucher,1,2496.52
ord_9575b96663d385963c5afc169b4c,1,debit_card,1,4030.49
ord_d911917e3747964212306661281d,1,credit_card,12,3420.83
ord_b1e862bea181c39736cb39a42d11,1,boleto,1,4085.63
ord_4db89cb77eb8e5f687b80495c2ca,1,paypal,1,2218.16
ord_2f1aecf2611cedace00079203bed,1,credit_card,3,1467.4
ord_3a014ad09a0cf7505f62e8ca0191,1,paypal,1,4654.69
ord_12d726d3e81b04afebb483fef4c5,1,credit_card,3,3081.28
ord_666b12bcd94cf99f7bedb85ef562,1,voucher,1,236.41
ord_dfc8df0bac98ccb6b7ef82a72537,1,mercado_pago,12,4459.55
ord_90ca2e41a31496f4d4ad4bfcee59,1,paypal,1,2479.17
ord_08bff97eb10fb1634912f6b2d92e,1,debit_card,1,1846.24
ord_08bff97eb10fb1634912f6b2d92e,2,mercado_pago,3,1393.55
ord_e9220e1768e8053c85cc630c2248,1,credit_card,1,2122.48
ord_e9220e1768e8053c85cc630c2248,2,voucher,1,959.97
ord_b8cd930b1424546dffca86eedfde,1,credit_card,12,2742.13
ord_a58902532d85a50a760a9bdd9d12,1,mercado_pago,1,1739.39
ord_e9a87b0cc73ac0c070cb2388d92f,1,debit_card,1,2894.24
ord_6c2c2d5453262179f1f122d631fe,1,boleto,1,1693.11
ord_6c2c2d5453262179f1f122d631fe,2,debit_card,1,2066.27
ord_af5a9003dcaed220100ea9803bb9,1,debit_card,1,3833.56
ord_497b31e9bbb73014362694061dff,1,paypal,1,2895.21
ord_3d56754ddf58ac450b285b866211,1,mercado_pago,12,2889.11
ord_92b0d37013b590f99e13d9963aea,1,mercado_pago,3,2474.68
ord_6dda188c019a87bc502a96839e42,1,paypal,1,789.04
ord_8abc86a6bea4bb38391dac2e0fb7,1,voucher,1,4923.12
ord_9df2837857880074c410311eb16b,1,credit_card,1,1812.74
ord_54950b88dfaf1f7ed006d3b3340b,1,boleto,1,3349.93
ord_357f9dbaf266069f7f1c861e142e,1,mercado_pago,1,2838.79
ord_4ce22af5c28814497e65793a2c77,1,debit_card,1,899.66
ord_87076dabda0e6b5e70f2621be7cc,1,voucher,1,1574.18
ord_d7571781d304599ca5bc0143c377,1,credit_card,12,415.19
ord_9914a69926822fb16105a1f685b6,1,voucher,1,417.88
ord_705a6e71315b0be7eab2213d69f8,1,credit_card,2,541.89
ord_b8d32007308a99785404c2b32a03,1,mercado_pago,1,4755.68
ord_c6334bf40b81bea211f057bc6dd5,1,boleto,1,2071.19
ord_099c5c346c68040567445834ea42,1,paypal,1,4772.33
ord_8c2b4bf7ac11078f45b71f6b4b3d,1,boleto,1,2040.59
ord_e29b98fd8a1b13b580439095c16f,1,voucher,1,3549.45
ord_0b9983f99c161ac5a2440d575317,1,boleto,1,501.8
ord_d99c12a6d5cda56632e0e74f86df,1,credit_card,3,1167.92
ord_d9f3cf93507431a09512072a5321,1,debit_card,1,4395.77
ord_f32f46abfbaef779cf9a69a6c927,1,mercado_pago,6,2954.54
ord_372e1fd6d321394a158d5680b577,1,boleto,1,2794.07
ord_4b3b5ba70abc58a33b12da665c82,1,paypal,1,667.05
ord_047c47060e3bb321b7af0c8329df,1,debit_card,1,4490.59
ord_4cd55bd6146640bc4e0b373fb7d8,1,paypal,1,1446.73
ord_a356d540f45351baf7fdb2beea57,1,voucher,1,3438.16
ord_139de19e25c54e0b8310bb0af611,1,credit_card,6,323.07
ord_c9e838ec20139c943cf6aa067363,1,mercado_pago,1,4678.5
ord_23b1e1435d76010c5af907c7fc2d,1,paypal,1,2014.88
ord_08b9f760528bf4e5cabdfc69ccf5,1,credit_card,3,4795.6
ord_29a4262726556292a700efacdf77,1,debit_card,1,4654.0
ord_ef530c06c14a733c3bf8742aee05,1,mercado_pago,6,2012.33
ord_41cae286f3e3fb25767d3248f91b,1,credit_card,6,2410.91
ord_22657e65ae781d5e1b5dadd19628,1,mercado_pago,12,3298.97
ord_8c892a8593c87bc4ecf003648889,1,credit_card,12,1279.57
ord_1094d45e87aa2b375dde40576ef6,1,boleto,1,2643.29
ord_8e3d757d65555044cb7f2e305515,1,paypal,1,247.11
ord_077fb87471259a42297e8f63717b,1,mercado_pago,12,1774.49
ord_7e075a44ef3cada4c88a7409e062,1,credit_card,3,521.94
ord_cb5e95b910b48ed41dec64601269,1,credit_card,3,3997.19
ord_5f5c93988a175d8a6aa2afbc97e1,1,debit_card,1,3297.22
ord_a5671ae3bc08608b8357781489af,1,mercado_pago,6,1604.74
ord_c889190afce51ccf12b27525bfb7,1,boleto,1,960.53
ord_28977b81c2431f8efdde51882465,1,boleto,1,4952.13
ord_4b6157ba148c0a1d489966a2d8f1,1,mercado_pago,2,3186.22
ord_64aa4f287007e82474ab41ce53b0,1,credit_card,12,3015.01
ord_419e3d9e4c928733625ec09d8183,1,debit_card,1,4780.53
ord_67215a176ca079eb2180a41df243,1,credit_card,1,974.44
ord_52e6d5b41777778e79e42c1543b6,1,boleto,1,812.91
ord_eba15f986ab5fabfa23a7a77f603,1,mercado_pago,3,2636.56
ord_e16f6a86895ac9ca8c4cd0253984,1,mercado_pago,3,412.54
ord_ec6d438d1b644286d68c1ec4b846,1,mercado_pago,3,3220.89
ord_28371312566e09bc329043bca1c3,1,voucher,1,1272.47
ord_2fdcb8e057ffb7f670e38a22fc91,1,voucher,1,622.49
ord_2fdcb8e057ffb7f670e38a22fc91,2,voucher,1,929.23
ord_12062dad64bbde130b7231ac4db5,1,debit_card,1,2400.25
ord_87054aff631ff0c924c6b5d3046b,1,debit_card,1,4869.43
ord_fcfbedab53cad28f9d311a9dbbb8,1,mercado_pago,12,2157.0
ord_ac2f80129ec68be467f794ead0b0,1,credit_card,3,472.69
ord_4ec0fd295f6baaba159e6205196a,1,paypal,1,4374.34
ord_d784fe190b7194eac3df088ee2f4,1,mercado_pago,12,1464.42
ord_37fa8e69ac8e5b29a60f2cd57d7d,1,credit_card,6,1216.17
ord_68c306177f19e6ca8930ee4373b8,1,credit_card,2,3694.07
ord_2b01874fdfe68cdd147584cddfce,1,boleto,1,1246.04
ord_8b6a7012a4ec5a17c521f8a77d75,1,debit_card,1,3636.07
ord_7351305a5b452fcdf469c182914b,1,paypal,1,2878.81
ord_2093fb1ef4a0cef392e3a55e9cd9,1,boleto,1,1419.59
ord_1044273aef3c29b22323862dfd90,1,debit_card,1,1096.02
ord_a6e026bb227d802f6e4f2ccc9f17,1,mercado_pago,2,4135.57
ord_6570146e0f7c4529e84caf4bd625,1,debit_card,1,2159.33
ord_e4a782f11929978a4980543700be,1,mercado_pago,2,1792.53
ord_ff06120c0ec8f9ad89a56fbb47e7,1,credit_card,1,1231.04
ord_99c9e52b6e2dcc462880fa9e94bb,1,voucher,1,4568.14
ord_decbfbf46ec9356e6335bb1eeb92,1,mercado_pago,12,1546.47
ord_0dc20912869a32790e452dba9acf,1,voucher,1,2152.71
ord_0dc20912869a32790e452dba9acf,2,paypal,1,2332.51
ord_069062c9e84c81ece8724f7ad24c,1,paypal,1,191.18
ord_069062c9e84c81ece8724f7ad24c,2,voucher,1,1323.15
ord_3eb93f14025dcdb85fb5813953f4,1,voucher,1,857.38
ord_3eb93f14025dcdb85fb5813953f4,2,voucher,1,1973.73
ord_260f25ea63a8f3ae3056a0164054,1,credit_card,6,1946.06
ord_b9cc0a9888e447119b8d50099e10,1,mercado_pago,6,1742.86
ord_b9cc0a9888e447119b8d50099e10,2,boleto,1,2289.43
ord_73e1ff82b9e59e8f79fd7c9ffb5c,1,boleto,1,4010.2
ord_dbabade42e50dd504f1f29f245e0,1,credit_card,1,4134.87
ord_3c3d869f065982d31f83291c802e,1,debit_card,1,3588.69
ord_28ae6c4debae9f9a3d9ea34d9a2d,1,boleto,1,4991.6
ord_a6a05ff71969e3315d7850e1e994,1,mercado_pago,3,4819.29
ord_47ca5e4359487b04fc08f6562bf7,1,credit_card,1,2908.05
ord_2e2fbc016e301ceb60003136f083,1,mercado_pago,12,2633.32
ord_09812e8ec82a4456b452cf5f7ea8,1,debit_card,1,2538.32
ord_fdfceb43f82636c3817373ffbad8,1,paypal,1,2142.18
ord_d97b7cea843167b4f657d3c8a084,1,voucher,1,2222.08
ord_34c0f6f48a98ddefb410a4ce1c62,1,voucher,1,2084.97
ord_d6439c33db32d27cee2221c83c4a,1,voucher,1,3124.61
ord_a4f1a492b9f43f26c8368127bf6f,1,voucher,1,4558.97
ord_22347dd94399cf2b28748e10f403,1,debit_card,1,4429.25
ord_33dce3d18b25e8d783f42a75ad8d,1,debit_card,1,701.48
ord_a26480fc4c5e07ab8862868c6089,1,voucher,1,3368.58
ord_ef13ff20a4f7f3c8214f48282375,1,credit_card,1,1449.74
ord_ef13ff20a4f7f3c8214f48282375,2,credit_card,1,1251.4
ord_18cc1bcbd576f2f43d8b034f9f38,1,mercado_pago,1,2680.63
ord_08b38a40d4f3bb4b4604aca164a7,1,boleto,1,1204.91
ord_14983fa86522a59e756c64340b34,1,debit_card,1,1213.43
ord_787e604d4d855575a37d4c076afe,1,voucher,1,1828.98
ord_9b35b8da319ffdc6288bd01424bf,1,mercado_pago,2,4850.65
ord_aa454b2368bf8773586a806bbc8d,1,debit_card,1,1998.94
ord_305055da92e2e847a23b7f207fc2,1,voucher,1,1232.69
ord_181524d8eea1c7020e745b7eb56f,1,credit_card,2,4317.41
ord_1ab2bc120f8968efd328863d0096,1,credit_card,2,4351.52
ord_ad144d217b2ae312ff8b84aa3513,1,voucher,1,1191.14
ord_c1f922e5edf3e1bb62ceafbe1cda,1,paypal,1,1026.56
ord_88b3887810ce204b171cedc787ce,1,paypal,1,1541.77
ord_3434e7fea82f5e8d5542c8b64ed6,1,paypal,1,208.28
ord_adcf0916d111b942eeed2683f85f,1,debit_card,1,600.32
ord_46d930b8636cf47846b5949b23c6,1,debit_card,1,730.89
ord_ef32128106f1bf3f2d1d308c6fe1,1,credit_card,6,1264.31
ord_ecc068acfd9aa60ed375718a7c22,1,credit_card,1,1748.6
ord_f0a58202264e638f7d4c0570ec0e,1,voucher,1,1815.82
ord_2ae4e9da723c440b5301c43be8fa,1,voucher,1,3876.92
ord_7d3432ad528d9653d838ee0e60af,1,credit_card,2,1857.15
ord_bf0cadd6d0d40806ef836e78e765,1,debit_card,1,2478.54
ord_dc6cd0b0171ce180100a112da58e,1,credit_card,3,757.19
ord_7224748f526211c5df191f6165f7,1,mercado_pago,6,4716.13
ord_6f8cffb9283e2f786c826a295dc2,1,credit_card,2,4101.68
ord_759b845dc3ae2c47368db2f62463,1,paypal,1,4051.65
ord_b952e0ee9463df5e9e2a858c5ee4,1,paypal,1,3728.52
ord_1ecead1bf9b60365a6afce0e88a8,1,mercado_pago,1,2202.99
ord_947937d868c4271973d8f800b232,1,credit_card,3,3800.33
ord_74ac98a906c3c0e5b53d98c7bda0,1,credit_card,2,4400.27
ord_f682f6d83a9f58836068793555d1,1,voucher,1,3113.62
ord_d57976b955ab057024705a0da8d4,1,paypal,1,645.11
ord_d1430c01cb9de92ddb42ed30ff7d,1,voucher,1,391.19
ord_7c8d60c865370b049495f1d7c580,1,voucher,1,3050.54
ord_3c5de9fe583a94217839b8f997ca,1,credit_card,1,1326.27
ord_be81454b20f1f8b9458367e1c600,1,debit_card,1,3126.91
ord_371658688135bc7b617fe30d89c7,1,paypal,1,4482.16
ord_3c138c498c59a6cfbd43a2448f8a,1,mercado_pago,1,4264.93
ord_85d46b31c5ca170eec21396f907d,1,voucher,1,2524.15
ord_2f0a4033fc224268b36d3b30ff4c,1,debit_card,1,1728.36
ord_d23d059a15126f207d59db94a840,1,debit_card,1,1091.56
ord_d23d059a15126f207d59db94a840,2,credit_card,1,168.9
ord_8e1e7505f04cbe128a2f1c53b623,1,credit_card,3,3219.53
ord_4ab31476f31027427940ea3faef7,1,boleto,1,2602.89
ord_5e63e8a7c6686332fe0bc6feab0d,1,credit_card,1,2328.53
ord_2363f6225d6ba1e1d36b8333f3c5,1,voucher,1,2272.18
ord_2363f6225d6ba1e1d36b8333f3c5,2,boleto,1,2142.33
ord_c29fc8db1a4b1795920ad2c18f6d,1,credit_card,12,3286.85
ord_0e05fea68256a0f89e9abde09edf,1,mercado_pago,1,3570.41
ord_ccd399cd6d2b30b9b55e2e129086,1,mercado_pago,6,2513.55
ord_ebb188a4bb53b2a224ba731053da,1,voucher,1,3170.69
ord_f3cb84a73499a06ad73f57cb83ee,1,credit_card,6,3191.55
ord_81f02fdaf96c4d1b38f9d6af4a49,1,voucher,1,1288.92
ord_81f02fdaf96c4d1b38f9d6af4a49,2,paypal,1,496.5
ord_268f980a4dad6f4adfaa43437011,1,mercado_pago,1,2862.82
ord_cbb5e538bec243a25ba9e1a10f9c,1,mercado_pago,6,1440.92
ord_9a7e12a36489bcb18febf38d642d,1,boleto,1,1668.1
ord_4e6aeff2713be97f898a6114ae1c,1,voucher,1,997.3
ord_4e6aeff2713be97f898a6114ae1c,2,boleto,1,1988.38
ord_af0d72b2eca591c27273aca7b179,1,boleto,1,540.98
ord_a48ed530643e5089e54a5540d162,1,boleto,1,3324.15
ord_a51f2b4363f69e64d37fffd35931,1,boleto,1,4845.81
ord_ec6527588cf8f8345f66b30da2b1,1,debit_card,1,3305.29
ord_bd31228e3fec1a9dff4fbe0e1806,1,paypal,1,4326.99
ord_0ecf6865b01edbbe0b4f4325e18b,1,mercado_pago,12,2596.55
ord_9dc703b6776e3fc981a7cd19d1ee,1,boleto,1,3442.09
ord_d254c8b08c4126303348de1fa3ec,1,voucher,1,4878.52
ord_4e02d18299e09a96b2f4cb252e21,1,paypal,1,1315.15
ord_4e02d18299e09a96b2f4cb252e21,2,paypal,1,2432.93
ord_9078ff30d3be51c2a852cc84fd24,1,mercado_pago,1,3348.27
ord_95698daf916a7b7e7eeb23fade3e,1,mercado_pago,12,524.57
ord_aca13d81dcc1e7bcb5d69f0ad411,1,paypal,1,1326.71
ord_aca13d81dcc1e7bcb5d69f0ad411,2,mercado_pago,2,666.47
ord_fefa52ff4bbeb7918a86fca179ba,1,mercado_pago,3,397.4
ord_fefa52ff4bbeb7918a86fca179ba,2,mercado_pago,12,825.86
ord_06c95594337ef9094929aaff8df8,1,voucher,1,826.27
ord_81d42ca1b0764f7103e32763f243,1,credit_card,1,1700.63
ord_fc2c76bfffac692af091c0e31dec,1,boleto,1,4229.93
ord_d9a35babd6bfd84f5f8d8ce121f4,1,debit_card,1,861.06
ord_d9a35babd6bfd84f5f8d8ce121f4,2,debit_card,1,1053.22
ord_553853f91afb9101687f9a8207c1,1,credit_card,3,1650.96
ord_2882cbe05ce438c73611be7d839c,1,voucher,1,4182.33
ord_4aef592dd99e1182f7c8fb0ef9e2,1,credit_card,1,1708.32
ord_e025f1a0c2065709fa35ba295435,1,paypal,1,3233.15
ord_f53246d6b474460df7f6acc8ffdc,1,credit_card,1,2028.94
ord_9c2a3ff451d40a0331d137c8e211,1,paypal,1,1640.08
ord_32eefe689b1e9a0bb5fbda7d58b3,1,boleto,1,2042.18
ord_2c402da5c3f6174b414183b4d459,1,paypal,1,732.56
ord_f463ba5cab0462e90142add0e8b6,1,debit_card,1,468.73
ord_78e1c24371a4cf88881af9e4592b,1,voucher,1,3375.27
ord_22060ab9878894f7c11616d993af,1,credit_card,12,1428.34
ord_391d299dc785d96848d826191089,1,credit_card,3,723.87
ord_5399a1df2dfddb8d1fcec07b25cd,1,debit_card,1,4414.48
ord_21df2268b0e47a7512a64649814f,1,credit_card,2,2303.66
ord_e485bf35980fbfacc4ac58f7330b,1,mercado_pago,2,4690.65
ord_529562e5014121f5cd3047d851e5,1,mercado_pago,6,3236.62
ord_4ce435717ecd412ef8cafe8ce658,1,debit_card,1,3194.71
ord_24d7e0bc97b1c4bdc84ae9ca051d,1,paypal,1,3184.91
ord_73255a5bc691aec7bf4b35c887b0,1,voucher,1,1549.39
